YEARS,SEAP,EEWA,AJNZ,AFRC,MDEA,LAMC,NAMC,EAAS,SOAS,EURO,WORLD,TAS
2061,300.2840854284235,275.1905489007605,296.822691332559,299.97696011917367,298.5043678979196,297.4858429667765,276.9052451689966,281.4020417243318,296.8883037821761,284.37638558729793,289.3211085383645,289.27266936825106
2062,300.3256271498536,275.2043547064868,296.47479666072036,299.65913401046095,297.77412141128576,297.22509366177366,276.60515421872714,281.31729816923985,297.17576016316997,284.2402201569038,289.114539375286,289.201783804863
2063,300.2581290823324,276.168890292251,296.74629814947326,299.8502142220126,297.61713371955386,297.2336243284334,276.85067000591204,281.82419339274446,297.1198899362424,284.7825516102398,289.42672238927264,289.34807625377977
2064,300.8858759165279,275.86728723761684,297.3897371531303,300.576849139955,298.64550771133565,297.876746028011,277.84093735080296,282.51395455246126,297.5061758842046,284.8716872762499,289.97390347621706,289.63211204626583
2065,300.6137443439764,276.51623543009407,296.5463611391477,300.320173402023,298.2060565992076,297.73748823883255,278.14456766307296,282.3050865271626,297.73971999657954,284.8723706796065,289.96081521426885,289.665911540154
2066,300.82576826068,276.6378564566845,296.92523579085235,300.357252165217,298.62751033905244,297.6197177305249,277.42017103828357,282.7658987376282,297.60967073715136,285.68634679901515,289.9731622727298,289.69172218427974
2067,300.49637072160124,276.74784621291303,296.13900886824234,300.30115224098313,298.3001865261531,297.4736558465533,277.9568593278169,282.25888801809555,297.6413092955227,284.95817671838194,289.8944205429081,289.69802447281586
2068,301.0709288503169,276.977388254503,296.96820522805695,300.7764787845434,298.6696911510305,297.89832440178014,277.8102674482833,282.5195818293955,297.92058890602675,285.8922379492172,290.23999589186604,289.8404047571815
2069,300.85993727322557,276.82201963099016,296.98373164189456,300.3448532702113,298.4291912118061,297.8560184232286,278.1918841608216,282.91197747420716,298.01783644477734,285.5682689390735,290.17816917647616,289.85789247883343
2070,300.7283077260238,276.8876066696531,296.6050382741322,300.35409169111773,298.72095758104507,297.59116012054596,277.36660545933125,282.1014690195305,297.64721858932603,285.7937663777797,289.93101236371893,289.72478436387183
2071,300.4975863955755,276.68817596875084,296.44386989988107,300.48347909125505,298.6450270635171,297.90227652870726,277.3391435789804,282.1557951366032,297.55077338317767,285.1594217500013,289.92230451046015,289.7356285302528
2072,300.9084087861611,276.21190850453866,297.3840374988312,300.6645315072219,299.00894461070095,297.888865711408,278.08020438434,282.8388858168741,297.89593959163005,285.1477559454104,290.1576357576257,289.83104107149825
2073,300.7320411276433,276.3231649546829,296.6074985319169,300.47605136882595,298.34943610048015,297.9720977301316,277.7371683197056,282.5198089031003,297.9141510492032,285.47152896064813,289.99998226710983,289.77274866937546
2074,301.2406446013105,276.2801283924427,296.4482843689441,301.013730500399,299.05370469095794,298.49891531052015,278.45945235649117,282.79267745847426,297.83928821993874,285.80652636478993,290.3786535819024,289.97982702822725
2075,301.0474874230867,276.06671642496286,296.5593563292238,300.9038972728286,299.2265631993533,297.86101653247266,278.43264268992914,282.97968183129905,298.12631680032143,285.3134667173385,290.2289101562838,289.8822856872361
2076,300.9365148386241,276.86091275642883,297.087344744241,300.92441169671173,298.996720774591,297.9991136117457,277.7108291635941,282.4371622431714,297.98794681659587,285.27206767158566,290.23734471906187,289.8888901958426
2077,301.20805884346083,276.5663530817073,297.34305241863836,301.0452475909151,299.1994919859652,298.3814509582233,278.1100781771326,282.9141008701361,298.4305748228175,286.27169646178845,290.47183861030754,289.994831634756
2078,301.1393133485435,276.9325186634505,296.95864284455814,300.7569498921197,298.931882044777,298.34393850932696,277.9590399875133,282.64370723884946,297.67990848245665,286.09117169559215,290.3419637797201,289.9977891670216
2079,301.16627628756555,277.0352150683966,296.75140716826064,300.96738483196646,298.98796509500505,297.9403010545884,278.3293691719141,283.1233935718081,298.2436565197559,286.0196985193849,290.45103818366636,290.05915342468467
2080,301.27755955355,277.9408175289388,296.9022213971267,301.148648052393,299.4190780926866,298.3242583957271,278.3550497144219,283.85857434685886,298.4385883695568,286.0672706013587,290.80264507628846,290.1845564575824
2081,301.18920976029506,277.6106847460962,297.2807026034251,301.2743984319551,299.53933574385803,298.4335680915087,278.9584910477077,283.34486402558144,298.2216076547455,285.51317751903053,290.8388131538767,290.23922045317005
2082,301.38707922448475,277.2404707481087,297.2769148938071,301.3870518699404,299.6758242574585,298.58243211861526,279.07911363119587,283.14867481401984,298.6660910201486,285.76516060114466,290.8692327892323,290.3266458239079
2083,301.4224541290167,276.9239737431236,298.0701503254124,301.0788260820414,299.1065256297812,298.63789923723755,279.6329934601976,282.79962691097074,298.4291370517508,285.51983185270365,290.82482198338465,290.29375906320445
2084,301.3371209873677,277.0929853016999,297.2170498445562,301.17037026962095,299.52430856391993,298.34780797677564,278.9043534028752,282.91423549633737,298.55994384662495,285.4762954363624,290.68569472790324,290.19609712760536
2085,301.3469403368387,276.6911998531705,297.36395525692205,301.0835779956374,299.69513383477084,298.1753893219289,278.8771951262115,283.23399977934054,298.6378590757798,286.05865349514653,290.64135340159237,290.1694647219067
2086,301.32760326773507,277.50041609234717,297.5265536736601,301.2308571115035,300.0158140971196,298.2288611209566,278.6851478221504,282.9674224840826,298.76487086261596,286.07212293270055,290.7887370325426,290.24587848071417
